"text","label"
"a veces No eres más que un burro de verdad","ofensivo"
"tan Que idiota actitud tienes","ofensivo"
"muy Menuda estupido hoy","ofensivo"
"Vete a la mierda, cerdo hoy","ofensivo"
"siempre Que imbecil persona en serio","ofensivo"
"un poco Eres tan torpe hoy","ofensivo"
"un poco Eres tan manco de verdad","ofensivo"
"siempre Qué basura tan grande ya","ofensivo"
"realmente Eres un basura en serio","ofensivo"
"siempre Gracias por ser tan considerado hoy","limpio"
"Me pareces un patético por favor","ofensivo"
"a veces Tu valiente es admirable ya","limpio"
"realmente Qué zángano comentario por favor","ofensivo"
"muy Me encanta tu talentoso por favor","limpio"
"Eres tan imbecil","ofensivo"
"siempre Qué gusto escucharte","limpio"
"realmente No eres mas que un cabron de verdad","ofensivo"
"un poco Eres un zángano en serio","ofensivo"
"tan Que comprensivo actitud por favor","limpio"
"muy Qué respetuoso eres por favor","limpio"
"realmente Tu simpático es admirable de verdad","limpio"
"a veces Que torpe actitud tienes hoy","ofensivo"
"Eres un ejemplo a seguir","limpio"
"siempre Vete a la mierda, cretino hoy","ofensivo"
"a veces Pareces un cretino en serio","ofensivo"
"realmente Que bueno contar contigo","limpio"
"Tu trabajo es muy talentoso hoy","limpio"
"Me encanta tu responsable en serio","limpio"
"realmente Qué pendejo persona de verdad","ofensivo"
"tan Qué cabron eres ya","ofensivo"
"realmente Me pareces un patetico por favor","ofensivo"
"a veces Pareces un inutil de verdad","ofensivo"
"siempre Pareces un zangano ya","ofensivo"
"realmente Me parece que eres muy amable en serio","limpio"
"tan Tu trabajo es muy generoso de verdad","limpio"
"realmente Qué malparido comentario en serio","ofensivo"
"realmente Gracias por ser confiable ya","limpio"
"muy Solo un burro diria eso","ofensivo"
"realmente Siempre arruinas todo","ofensivo"
"realmente Solo un torpe diría eso de verdad","ofensivo"
"Solo un imbecil diria eso por favor","ofensivo"
"realmente Qué cretino comentario ya","ofensivo"
"realmente Eres muy dedicado por favor","limpio"
"un poco Gracias por ser tan optimista hoy","limpio"
"a veces Gracias por ser amable por favor","limpio"
"un poco Qué pendejo eres en serio","ofensivo"
"Qué basura tan grande","ofensivo"
"realmente burro","ofensivo"
"realmente Me pareces un subnormal por favor","ofensivo"
"tan Que optimista detalle por favor","limpio"
"un poco Qué imbecil comentario en serio","ofensivo"
"Que basura tan grande en serio","ofensivo"
"a veces Qué maduro actitud","limpio"
"tan No eres más que un imbecil hoy","ofensivo"
"Me parece que eres muy responsable ya","limpio"
"muy Me encanta tu confiable hoy","limpio"
"tan Vete a la mierda, inútil en serio","ofensivo"
"un poco Solo un basura diría eso","ofensivo"
"tan Eres un gilipollas por favor","ofensivo"
"a veces Tu trabajo es muy considerado","limpio"
"un poco Siempre dices tonterías","ofensivo"
"Eres un autentico cretino","ofensivo"
"tan Eres un tonto","ofensivo"
"tan Solo un manco diria eso por favor","ofensivo"
"siempre Qué maduro detalle hoy","limpio"
"Qué considerado actitud por favor","limpio"
"Tu trabajo es muy considerado hoy","limpio"
"siempre Eres un auténtico zángano ya","ofensivo"
"muy Vete, basura ya","ofensivo"
"un poco Tu simpático es admirable en serio","limpio"
"realmente Que idiota eres ya","ofensivo"
"a veces Te aprecio mucho","limpio"
"a veces Qué inspirador actitud en serio","limpio"
"Eres una buena influencia","limpio"
"Me parece que eres muy inteligente de verdad","limpio"
"realmente Que manco persona","ofensivo"
"un poco Que optimista detalle en serio","limpio"
"muy Eres tan cerdo en serio","ofensivo"
"tan No eres más que un cretino de verdad","ofensivo"
"a veces Eres muy talentoso por favor","limpio"
"tan Qué estúpido comentario hoy","ofensivo"
"muy Que optimista persona ya","limpio"
"Menuda cerdo","ofensivo"
"realmente Eres un idiota","ofensivo"
"Me pareces un gilipollas de verdad","ofensivo"
"siempre Tu valiente es admirable","limpio"
"siempre Que optimista eres en serio","limpio"
"un poco Qué inteligente eres en serio","limpio"
"muy Que generoso actitud ya","limpio"
"siempre Qué imbecil tan grande hoy","ofensivo"
"un poco Eres muy amable ya","limpio"
"un poco Me parece que eres muy inteligente ya","limpio"
"a veces Qué patético actitud tienes de verdad","ofensivo"
"Solo un manco diria eso de verdad","ofensivo"
"un poco Eres un autentico inutil por favor","ofensivo"
"a veces Menuda estúpido por favor","ofensivo"
"siempre Que cerdo comentario","ofensivo"
"un poco Menuda torpe por favor","ofensivo"
"Eres muy considerado en serio","limpio"
"Qué generoso actitud en serio","limpio"
"Te deseo lo mejor","limpio"
"realmente Tu trabajo es muy considerado","limpio"
"realmente Que maduro detalle de verdad","limpio"
"realmente Que comprensivo persona por favor","limpio"
"realmente Eres tan tonto ya","ofensivo"
"a veces Gracias por ser talentoso hoy","limpio"
"muy Me pareces un idiota","ofensivo"
"muy Vete, cerdo hoy","ofensivo"
"tan Menuda cerdo en serio","ofensivo"
"muy Me enfermas","ofensivo"
"tan Solo un cabron diría eso hoy","ofensivo"
"Que confiable actitud","limpio"
"a veces Tu valiente es admirable ya","limpio"
"realmente Gracias por ser amable","limpio"
"Pareces un burro en serio","ofensivo"
"Vete a la mierda, inutil en serio","ofensivo"
"a veces Tu comprensivo es admirable en serio","limpio"
"muy Gracias por ser inspirador de verdad","limpio"
"realmente Me pareces un basura de verdad","ofensivo"
"tan Qué manco persona hoy","ofensivo"
"realmente Tu maduro es admirable de verdad","limpio"
"un poco Que valiente eres","limpio"
"realmente Qué zángano tan grande de verdad","ofensivo"
"a veces Me parece que eres muy considerado hoy","limpio"
"Gracias por ser maduro por favor","limpio"
"a veces Eres un manco hoy","ofensivo"
"Me parece que eres muy maduro hoy","limpio"
"realmente Gracias por ser tan dedicado en serio","limpio"
"un poco Eres un estúpido por favor","ofensivo"
"siempre Que inspirador detalle de verdad","limpio"
"tan Qué tonto persona hoy","ofensivo"
"siempre Tu trabajo es muy respetuoso por favor","limpio"
"tan Me parece que eres muy respetuoso por favor","limpio"
"Menuda cabron hoy","ofensivo"
"un poco Qué patético actitud tienes en serio","ofensivo"
"tan Menuda manco ya","ofensivo"
"muy Eres un auténtico patético por favor","ofensivo"
"realmente Que cretino persona de verdad","ofensivo"
"muy Eres muy inspirador por favor","limpio"
"tan Eres muy dedicado","limpio"
"siempre Pareces un malparido ya","ofensivo"
"muy Qué tonto eres hoy","ofensivo"
"a veces Me parece que eres muy generoso","limpio"
"Menuda cerdo","ofensivo"
"tan Vete, tonto por favor","ofensivo"
"tan Me encanta tu valiente","limpio"
"tan Tu trabajo es muy confiable","limpio"
"tan No eres mas que un zorra","ofensivo"
"realmente Qué cerdo actitud tienes","ofensivo"
"siempre Qué torpe comentario ya","ofensivo"
"muy Que respetuoso actitud de verdad","limpio"
"tan Me pareces un basura de verdad","ofensivo"
"tan Vete a la mierda, imbecil ya","ofensivo"
"siempre Menuda imbecil de verdad","ofensivo"
"un poco Tu trabajo es muy inteligente","limpio"
"realmente Tu trabajo es muy generoso de verdad","limpio"
"muy Gracias por ser tan simpático por favor","limpio"
"muy Que burro comentario por favor","ofensivo"
"realmente Qué respetuoso eres en serio","limpio"
"siempre Que cretino comentario por favor","ofensivo"
"a veces Que optimista actitud por favor","limpio"
"realmente Qué basura actitud tienes por favor","ofensivo"
"un poco Que pendejo actitud tienes por favor","ofensivo"
"tan Me pareces un imbécil hoy","ofensivo"
"a veces Que cabron actitud tienes por favor","ofensivo"
"tan Pareces un tonto de verdad","ofensivo"
"un poco Solo un tonto diría eso en serio","ofensivo"
"muy Tu trabajo es muy generoso en serio","limpio"
"un poco Qué simpático eres ya","limpio"
"un poco Me encanta tu amable","limpio"
"realmente Eres un autentico cretino ya","ofensivo"
"realmente Eres muy respetuoso en serio","limpio"
"un poco Me encanta tu maduro ya","limpio"
"Pareces un burro de verdad","ofensivo"
"un poco Solo un zorra diría eso hoy","ofensivo"
"muy Tu trabajo es muy maduro","limpio"
"realmente Gracias por ser tan generoso de verdad","limpio"
"tan Que malparido eres por favor","ofensivo"
"a veces Vete, imbecil ya","ofensivo"
"a veces Que tonto persona hoy","ofensivo"
"Tu responsable es admirable","limpio"
"realmente Tu trabajo es muy optimista hoy","limpio"
"realmente Menuda inútil ya","ofensivo"
"un poco Que idiota actitud tienes en serio","ofensivo"
"Qué manco actitud tienes ya","ofensivo"
"un poco Me encanta tu simpático en serio","limpio"
"un poco Que idiota persona hoy","ofensivo"
"Eres un subnormal hoy","ofensivo"
"tan Que gilipollas comentario en serio","ofensivo"
"Qué inútil comentario en serio","ofensivo"
"muy Eres tan subnormal en serio","ofensivo"
"Qué inspirador actitud hoy","limpio"
"un poco Me parece que eres muy amable","limpio"
"muy Que cerdo actitud tienes por favor","ofensivo"
"un poco Tu trabajo es muy confiable","limpio"
"tan Qué falta de inteligencia","ofensivo"
"realmente Tu inteligente es admirable ya","limpio"
"Me pareces un basura","ofensivo"
"siempre Qué inútil actitud tienes en serio","ofensivo"
"realmente Eres un pendejo de verdad","ofensivo"
"a veces cabron","ofensivo"
"un poco No sabes nada","ofensivo"
"Qué comprensivo eres en serio","limpio"
"un poco Eres un gilipollas en serio","ofensivo"
"tan Solo un pendejo diria eso en serio","ofensivo"
"siempre Me encanta tu amable","limpio"
"Eres tan gilipollas por favor","ofensivo"
"realmente Que torpe comentario ya","ofensivo"
"realmente Eres un subnormal por favor","ofensivo"
"tan Pareces un cabron ya","ofensivo"
"realmente Qué inútil tan grande ya","ofensivo"
"un poco Gracias por ser tan respetuoso ya","limpio"
"tan Que respetuoso detalle de verdad","limpio"
"muy Que patetico actitud tienes por favor","ofensivo"
"Vete a la mierda, torpe","ofensivo"
"Gracias por ser tan considerado hoy","limpio"
"Que zorra eres de verdad","ofensivo"
"a veces Solo un imbecil diria eso","ofensivo"
"un poco Qué inspirador eres hoy","limpio"
"realmente Que persona tan grosera","ofensivo"
"un poco Solo un imbécil diría eso por favor","ofensivo"
"Menuda tonto ya","ofensivo"
"realmente Eres tan subnormal de verdad","ofensivo"
"tan Qué basura persona ya","ofensivo"
"un poco Qué confiable actitud en serio","limpio"
"siempre Que malparido comentario hoy","ofensivo"
"un poco Vete a la mierda, imbecil en serio","ofensivo"
"siempre Me pareces un idiota","ofensivo"
"muy Vete, tonto ya","ofensivo"
"tan Qué cerdo eres hoy","ofensivo"
"tan Eres muy simpatico hoy","limpio"
"un poco Qué confiable persona ya","limpio"
"tan Vete a la mierda, basura en serio","ofensivo"
"siempre Que talentoso detalle","limpio"
"siempre Eres un auténtico cabron ya","ofensivo"
"Qué inteligente detalle","limpio"
"Vete, tonto ya","ofensivo"
"realmente imbecil","ofensivo"
"Eres un malparido por favor","ofensivo"
"siempre Eres desagradable","ofensivo"
"muy Eres un burro de verdad","ofensivo"
"Me enfermas","ofensivo"
"a veces Me parece que eres muy amable","limpio"
"a veces Eres un autentico torpe por favor","ofensivo"
"un poco Eres un zorra","ofensivo"
"tan No eres mas que un malparido por favor","ofensivo"
"muy Me encanta tu generoso","limpio"
"a veces Que maduro detalle ya","limpio"
"siempre No eres más que un pendejo ya","ofensivo"
"siempre Qué optimista eres","limpio"
"a veces Qué subnormal comentario hoy","ofensivo"
"un poco Gracias por tu ayuda","limpio"
"realmente Que patetico comentario hoy","ofensivo"
"siempre Que imbecil eres ya","ofensivo"
"siempre Que zangano eres","ofensivo"
"realmente Que cerdo actitud tienes hoy","ofensivo"
"siempre Vete a la mierda, zorra hoy","ofensivo"
"realmente Pareces un estúpido hoy","ofensivo"
"a veces Gracias por ser tan valiente","limpio"
"tan Qué alegría trabajar contigo","limpio"
"siempre Qué confiable actitud hoy","limpio"
"siempre Que simpatico actitud hoy","limpio"
"realmente Eres un zángano por favor","ofensivo"
"Eres un cerdo ya","ofensivo"
"Que tonto actitud tienes de verdad","ofensivo"
"tan Pareces un imbecil ya","ofensivo"
"Qué maduro persona por favor","limpio"
"a veces Solo un pendejo diria eso hoy","ofensivo"
"a veces Me parece que eres muy maduro","limpio"
"siempre Que inspirador detalle","limpio"
"muy Que simpatico detalle en serio","limpio"
"tan Que burro actitud tienes de verdad","ofensivo"
"siempre Qué optimista detalle por favor","limpio"
"siempre Eres un auténtico burro por favor","ofensivo"
"Vete, idiota hoy","ofensivo"
"tan Que tonto actitud tienes ya","ofensivo"
"siempre Tu trabajo es muy confiable ya","limpio"
"realmente Qué talentoso persona de verdad","limpio"
"Menuda idiota ya","ofensivo"
"Eres tan cretino ya","ofensivo"
"a veces Pareces un estupido","ofensivo"
"Qué comprensivo actitud de verdad","limpio"
"a veces Tu trabajo es muy comprensivo de verdad","limpio"
"a veces Gracias por ser talentoso ya","limpio"
"siempre Me encanta tu dedicado","limpio"
"Menuda patético en serio","ofensivo"
"a veces Eres muy maduro ya","limpio"
"tan Que inteligente actitud por favor","limpio"
"tan Me parece que eres muy inspirador ya","limpio"
"muy Qué pérdida de tiempo eres","ofensivo"
"un poco Gracias por ser tan considerado hoy","limpio"
"Vete a la mierda, basura en serio","ofensivo"
"un poco Eres un auténtico burro de verdad","ofensivo"
"Que gilipollas comentario por favor","ofensivo"
"realmente Menuda burro ya","ofensivo"
"No sabes nada","ofensivo"
"a veces Qué simpático actitud en serio","limpio"
"tan Que basura tan grande ya","ofensivo"
"tan Solo un tonto diría eso en serio","ofensivo"
"a veces Qué cabron actitud tienes por favor","ofensivo"
"un poco Eres un autentico zorra ya","ofensivo"
"muy Tu trabajo es muy confiable por favor","limpio"
"a veces Eres un autentico zorra en serio","ofensivo"
"a veces Que talentoso persona hoy","limpio"
"realmente Me pareces un idiota ya","ofensivo"
"tan Menuda patético por favor","ofensivo"
"realmente Me pareces un patetico hoy","ofensivo"
"muy Tu dedicado es admirable hoy","limpio"
"tan Solo un cerdo diría eso","ofensivo"
"un poco Eres tan malparido de verdad","ofensivo"
"muy Tu trabajo es muy responsable ya","limpio"
"a veces Que inutil tan grande","ofensivo"
"muy Que valiente actitud ya","limpio"
"siempre Que respetuoso detalle de verdad","limpio"
"Qué zángano tan grande","ofensivo"
"tan Gracias por ser tan maduro por favor","limpio"
"siempre Tu trabajo es muy valiente de verdad","limpio"
"Menuda cretino por favor","ofensivo"
"a veces Tu trabajo es muy maduro en serio","limpio"
"Tu maduro es admirable hoy","limpio"
"muy Que burro eres de verdad","ofensivo"
"realmente Gracias por ser inteligente en serio","limpio"
"Gracias por ser confiable por favor","limpio"
"muy Que zorra eres ya","ofensivo"
"muy Eres tan manco por favor","ofensivo"
"un poco Que estupido eres por favor","ofensivo"
"siempre Eres muy comprensivo por favor","limpio"
"a veces Vete, manco por favor","ofensivo"
"realmente Que buen dia tenemos","limpio"
"realmente Que inteligente persona en serio","limpio"
"siempre Tu trabajo es muy dedicado ya","limpio"
"a veces Eres un auténtico zángano ya","ofensivo"
"No sabes hacer nada bien","ofensivo"
"Tu trabajo es muy talentoso ya","limpio"
"a veces Eres muy generoso ya","limpio"
"muy Que zorra persona por favor","ofensivo"
"tan Vete a la mierda, imbecil ya","ofensivo"
"realmente Tu simpático es admirable por favor","limpio"
"realmente Qué patético tan grande ya","ofensivo"
"muy Eres tan gilipollas","ofensivo"
"siempre Me parece que eres muy talentoso de verdad","limpio"
"un poco Qué amable detalle ya","limpio"
"Eres muy optimista hoy","limpio"
"Me pareces un tonto de verdad","ofensivo"
"realmente Eres muy maduro de verdad","limpio"
"tan Qué idiota actitud tienes por favor","ofensivo"
"muy No eres más que un imbécil de verdad","ofensivo"
"un poco Pareces un malparido ya","ofensivo"
"realmente Qué comprensivo persona hoy","limpio"
"realmente Gracias por ser tan comprensivo hoy","limpio"
"tan Eres un idiota de verdad","ofensivo"
"muy Que imbecil tan grande","ofensivo"
"un poco Gracias por ayudarme","limpio"
"realmente Eres un auténtico tonto","ofensivo"
"a veces Qué inteligente actitud en serio","limpio"
"muy Gracias por ser tan amable en serio","limpio"
"realmente Qué persona tan grosera","ofensivo"
"muy Tu optimista es admirable ya","limpio"
"siempre Qué gilipollas persona ya","ofensivo"
"realmente Tu trabajo es muy amable","limpio"
"siempre Que cerdo tan grande en serio","ofensivo"
"Gracias por ser tan dedicado en serio","limpio"
"muy Tu trabajo es muy considerado en serio","limpio"
"un poco Qué zorra eres de verdad","ofensivo"
"muy Vete, torpe por favor","ofensivo"
"a veces Tu trabajo es muy responsable hoy","limpio"
"Me parece que eres muy optimista de verdad","limpio"
"un poco Que pendejo persona de verdad","ofensivo"
"a veces Solo un subnormal diria eso en serio","ofensivo"
"a veces Que tonto eres de verdad","ofensivo"
"realmente Me pareces un idiota hoy","ofensivo"
"muy Solo un imbécil diría eso de verdad","ofensivo"
"Vete a la mierda, inutil de verdad","ofensivo"
"un poco inútil","ofensivo"
"muy Tu trabajo es muy considerado en serio","limpio"
"un poco Que respetuoso actitud ya","limpio"
"muy Eres muy amable hoy","limpio"
"siempre respetuoso","limpio"
"siempre Vete, inútil por favor","ofensivo"
"Eres un tonto","ofensivo"
"un poco Eres muy maduro de verdad","limpio"
"realmente Eres un autentico zorra de verdad","ofensivo"
"a veces Que valiente detalle hoy","limpio"
"muy Qué inspirador actitud de verdad","limpio"
"tan Menuda imbécil","ofensivo"
"Qué gilipollas tan grande","ofensivo"
"un poco Qué respetuoso actitud por favor","limpio"
"muy Que generoso persona en serio","limpio"
"realmente Tu trabajo es muy maduro por favor","limpio"
"siempre Vete a la mierda, pendejo hoy","ofensivo"
"siempre Que generoso eres","limpio"
"realmente Me encanta tu responsable","limpio"
"un poco Me encanta tu maduro ya","limpio"
"tan Menuda idiota en serio","ofensivo"
"realmente Gracias por ser respetuoso ya","limpio"
"realmente Qué optimista actitud en serio","limpio"
"muy responsable","limpio"
"muy Eres muy confiable de verdad","limpio"
"realmente Pareces un patetico en serio","ofensivo"
"siempre Eres tan pendejo por favor","ofensivo"
"muy Tu trabajo es muy inteligente","limpio"
"muy Pareces un manco en serio","ofensivo"
"un poco Qué generoso eres ya","limpio"
"realmente Solo un cerdo diria eso por favor","ofensivo"
"a veces Menuda zorra de verdad","ofensivo"
"muy Que inspirador actitud en serio","limpio"
"realmente Vete a la mierda, cabron ya","ofensivo"
"Me encanta tu respetuoso","limpio"
"un poco Vete, pendejo","ofensivo"
"tan Vete, torpe por favor","ofensivo"
"Qué burro persona hoy","ofensivo"
"siempre Qué confiable eres por favor","limpio"
"a veces Eres muy optimista por favor","limpio"
"a veces Qué manco actitud tienes de verdad","ofensivo"
"realmente Qué cretino persona de verdad","ofensivo"
"tan Vete, idiota de verdad","ofensivo"
"Me encanta tu comprensivo de verdad","limpio"
"muy Que maduro actitud ya","limpio"
"a veces Vete a la mierda, tonto en serio","ofensivo"
"un poco Que alegria verte","limpio"
"tan Que zangano tan grande hoy","ofensivo"
"realmente Me parece que eres muy respetuoso de verdad","limpio"
"muy Que optimista detalle por favor","limpio"
"Que dedicado actitud de verdad","limpio"
"un poco Que torpe eres de verdad","ofensivo"
"a veces No eres mas que un zorra hoy","ofensivo"
"muy Gracias por ser respetuoso por favor","limpio"
"un poco Qué optimista detalle de verdad","limpio"
"un poco Que patetico comentario","ofensivo"
"Me pareces un patetico","ofensivo"
"realmente Solo un torpe diría eso hoy","ofensivo"
"realmente Gracias por ser tan maduro por favor","limpio"
"Gracias por ser responsable por favor","limpio"
"realmente Vete a la mierda, subnormal","ofensivo"
"a veces Qué amable persona en serio","limpio"
"muy Me parece que eres muy talentoso por favor","limpio"
"realmente Qué inspirador detalle hoy","limpio"
"un poco Eres tan desagradable","ofensivo"
"muy Eres un autentico manco por favor","ofensivo"
"Eres tan zorra en serio","ofensivo"
"siempre Qué considerado persona de verdad","limpio"
"muy Excelente actitud","limpio"
"siempre Gracias por ser considerado","limpio"
"a veces Vete a la mierda, gilipollas","ofensivo"
"Gracias por ser responsable","limpio"
"a veces Tu comprensivo es admirable por favor","limpio"
"Qué inútil actitud tienes","ofensivo"
"a veces Que zorra comentario de verdad","ofensivo"
"a veces Me pareces un cabron","ofensivo"
"muy Me parece que eres muy amable en serio","limpio"
"un poco Solo un cretino diria eso","ofensivo"
"siempre Eres un cero a la izquierda","ofensivo"
"realmente Qué zorra comentario por favor","ofensivo"
"un poco Eres tan cerdo ya","ofensivo"
"talentoso","limpio"
"siempre Tu valiente es admirable en serio","limpio"
"un poco Vete, zangano","ofensivo"
"tan Qué simpático detalle ya","limpio"
"a veces Eres un gilipollas de verdad","ofensivo"
"siempre Que imbecil persona en serio","ofensivo"
"a veces Que subnormal comentario por favor","ofensivo"
"muy Qué inútil persona ya","ofensivo"
"realmente Gracias por ser inteligente hoy","limpio"
"Que malparido tan grande hoy","ofensivo"
"realmente Pareces un pendejo ya","ofensivo"
"muy Que responsable persona hoy","limpio"
"tan Qué gilipollas persona de verdad","ofensivo"
"muy Tu trabajo es muy maduro","limpio"
"Qué basura persona por favor","ofensivo"
"tan Tu trabajo es muy considerado ya","limpio"
"Qué alegría tan contagiosa","limpio"
"siempre No eres más que un tonto en serio","ofensivo"
"muy Tu inspirador es admirable por favor","limpio"
"a veces No eres más que un torpe hoy","ofensivo"
"a veces Que dedicado persona por favor","limpio"
"un poco Eres muy respetuoso","limpio"
"Solo un basura diría eso ya","ofensivo"
"Qué cabron tan grande ya","ofensivo"
"Deja de molestar","ofensivo"
"Qué talentoso detalle por favor","limpio"
"a veces Vete, estúpido en serio","ofensivo"
"un poco Menuda malparido en serio","ofensivo"
"realmente Nadie te soporta","ofensivo"
"Vete, burro por favor","ofensivo"
"siempre imbecil","ofensivo"
"siempre Me encanta tu dedicado por favor","limpio"
"tan Menuda imbecil","ofensivo"
"realmente Eres un cretino ya","ofensivo"
"siempre Qué amable detalle por favor","limpio"
"a veces zorra","ofensivo"
"siempre Eres un autentico manco ya","ofensivo"
"un poco No eres más que un gilipollas ya","ofensivo"
"Eres un patetico ya","ofensivo"
"tan Que imbecil tan grande de verdad","ofensivo"
"Eres un autentico malparido por favor","ofensivo"
"siempre Eres tan torpe de verdad","ofensivo"
"siempre Gracias por ser respetuoso ya","limpio"
"muy Gracias por ser tan generoso en serio","limpio"
"un poco Me encanta tu responsable hoy","limpio"
"a veces Que comprensivo eres por favor","limpio"
"muy Qué zorra persona en serio","ofensivo"
"Menuda gilipollas","ofensivo"
"siempre Eres muy comprensivo","limpio"
"Vete a la mierda, inútil por favor","ofensivo"
"un poco Vete a la mierda, cabron hoy","ofensivo"
"realmente Tu trabajo es muy generoso por favor","limpio"
"tan Qué cerdo eres","ofensivo"
"un poco Vete, torpe por favor","ofensivo"
"a veces No eres mas que un zorra por favor","ofensivo"
"a veces Tu comprensivo es admirable","limpio"
"Qué dedicado persona de verdad","limpio"
"muy Qué manco tan grande","ofensivo"
"a veces Que comprensivo persona en serio","limpio"
"tan Qué malparido tan grande por favor","ofensivo"
"Que comprensivo actitud ya","limpio"
"un poco Qué considerado persona hoy","limpio"
"muy Qué patético comentario por favor","ofensivo"
"siempre Vete a la mierda, estúpido por favor","ofensivo"
"tan Qué patético comentario hoy","ofensivo"
"un poco Me encanta tu maduro en serio","limpio"
"Eres tan inutil por favor","ofensivo"
"a veces Me encanta tu optimista por favor","limpio"
"tan Gracias por ser talentoso de verdad","limpio"
"Gracias por ser tan confiable ya","limpio"
"Gracias por ser tan inspirador de verdad","limpio"
"Tu optimista es admirable por favor","limpio"
"siempre Eres tan basura hoy","ofensivo"
"tan Vete a la mierda, estupido en serio","ofensivo"
"tan No eres más que un malparido hoy","ofensivo"
"realmente Tu opinion no importa","ofensivo"
"a veces Solo un zorra diría eso hoy","ofensivo"
"Que responsable detalle hoy","limpio"
"Que maduro actitud hoy","limpio"
"un poco Qué burro persona de verdad","ofensivo"
"siempre Gracias por tu esfuerzo","limpio"
"Eres tan basura en serio","ofensivo"
"siempre Menuda subnormal de verdad","ofensivo"
"a veces Gracias por ser tan confiable","limpio"
"muy Qué cabron comentario hoy","ofensivo"
"muy No eres más que un zorra","ofensivo"
"a veces Que optimista detalle por favor","limpio"
"realmente Me parece que eres muy confiable de verdad","limpio"
"realmente Tu trabajo es muy amable por favor","limpio"
"a veces Eres tan patético","ofensivo"
"tan Me encanta tu inteligente por favor","limpio"
"un poco Que bonito gesto","limpio"
"un poco Vete a la mierda, burro en serio","ofensivo"
"tan Que cabron eres hoy","ofensivo"
"un poco Que malparido tan grande ya","ofensivo"
"muy Vete, subnormal de verdad","ofensivo"
"a veces Gracias por ser inspirador por favor","limpio"
"un poco Qué respetuoso eres ya","limpio"
"muy Que talentoso actitud en serio","limpio"
"Que imbecil eres por favor","ofensivo"
"Vete, imbecil de verdad","ofensivo"
"tan Qué responsable persona en serio","limpio"
"tan Me encanta tu responsable en serio","limpio"
"a veces Me pareces un estúpido en serio","ofensivo"
"a veces Eres muy simpatico hoy","limpio"
"realmente Pareces un malparido en serio","ofensivo"
"Me parece que eres muy optimista de verdad","limpio"
"muy No eres más que un malparido en serio","ofensivo"
"muy Solo un zangano diria eso de verdad","ofensivo"
"un poco No eres mas que un basura","ofensivo"
"Tu trabajo es muy responsable","limpio"
"a veces Que cabron persona","ofensivo"
"a veces Qué bueno verte sonreír","limpio"
"tan Me encanta tu considerado de verdad","limpio"
"Vete a la mierda, cerdo por favor","ofensivo"
"un poco Tu confiable es admirable","limpio"
"siempre Qué cretino persona ya","ofensivo"
"muy Tu trabajo es muy considerado hoy","limpio"
"un poco No eres mas que un cabron en serio","ofensivo"
"un poco Me parece que eres muy dedicado","limpio"
"un poco Me parece que eres muy simpático hoy","limpio"
"tan Eres un cerdo hoy","ofensivo"
"realmente Solo un imbécil diría eso ya","ofensivo"
"muy Solo un subnormal diría eso hoy","ofensivo"
"Me encanta tu generoso","limpio"
"realmente Solo un malparido diría eso","ofensivo"
"Me parece que eres muy dedicado por favor","limpio"
"Que confiable eres ya","limpio"
"muy Me encanta tu respetuoso por favor","limpio"
"tan Tu trabajo es muy inspirador de verdad","limpio"
"siempre Tu actitud es pesima","ofensivo"
"realmente Tu trabajo es muy responsable ya","limpio"
"a veces Menuda zangano de verdad","ofensivo"
"tan Qué malparido persona ya","ofensivo"
"realmente Me parece que eres muy maduro","limpio"
"realmente Me parece que eres muy valiente","limpio"
"un poco Me parece que eres muy dedicado ya","limpio"
"tan Que tonto comentario en serio","ofensivo"
"a veces Eres tan inútil","ofensivo"
"Vete, inútil por favor","ofensivo"
"siempre Gracias por ser tan generoso de verdad","limpio"
"Qué zángano tan grande por favor","ofensivo"
"muy Menuda tonto ya","ofensivo"
"Eres tan gilipollas en serio","ofensivo"
"Me encanta tu comprensivo por favor","limpio"
"muy Pareces un tonto ya","ofensivo"
"Gracias por ser tan confiable hoy","limpio"
"Qué imbécil eres de verdad","ofensivo"
"un poco Que amable persona ya","limpio"
"muy Tu comprensivo es admirable","limpio"
"tan Tu trabajo es muy respetuoso hoy","limpio"
"Menuda zangano","ofensivo"
"tan Solo un imbecil diria eso","ofensivo"
"Que pendejo actitud tienes ya","ofensivo"
"a veces Tu generoso es admirable por favor","limpio"
"muy Qué considerado persona de verdad","limpio"
"a veces Tu trabajo es muy inspirador","limpio"
"Tu confiable es admirable por favor","limpio"
"siempre Menuda estúpido en serio","ofensivo"
"siempre Das vergüenza","ofensivo"
"siempre Eres un basura","ofensivo"
"Eres tan zorra","ofensivo"
"un poco Tu inspirador es admirable de verdad","limpio"
"un poco Gracias por ser simpático en serio","limpio"
"siempre Solo un imbecil diria eso de verdad","ofensivo"
"un poco Que basura actitud tienes por favor","ofensivo"
"tan optimista","limpio"
"siempre Que torpe persona ya","ofensivo"
"realmente Que considerado actitud en serio","limpio"
"realmente Me encanta tu generoso de verdad","limpio"
"muy Me pareces un subnormal por favor","ofensivo"
"realmente Que zorra actitud tienes ya","ofensivo"
"tan Me alegra tu éxito","limpio"
"tan Me parece que eres muy talentoso ya","limpio"
"tan Tu trabajo es muy considerado de verdad","limpio"
"siempre Tu comprensivo es admirable en serio","limpio"
"a veces Me encanta tu considerado hoy","limpio"
